NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Year,Country,Product ID,Category,Sub-Category,Product Name,Segment,Sales,Profit
,,,,,,,,
,,,,,,,,
2019,El Salvador,OFF-ST-4285,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",Consumer,417340.00,208560
2019,United States,OFF-ST-5789,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",Corporate,85520.00,22240
2019,Togo,OFF-PA-6515,Office Supplies,Paper,Xerox 1959,Corporate,20040.00,9620
2019,Indonesia,OFF-AR-5290,Office Supplies,Art,Newell 313,Corporate,9840.00,2660
2019,India,OFF-BI-2918,Office Supplies,Binders,"Acco Index Tab, Durable",Corporate,71520.00,15600
2019,China,OFF-AP-4745,Office Supplies,Appliances,"Hoover Stove, White",Corporate,2821720.00,339880
2019,Honduras,OFF-ST-5702,Office Supplies,Storage,"Rogers Lockers, Single Width",Corporate,1229690.00,399980
2019,Mexico,TEC-PH-5351,Technology,Phones,"Nokia Signal Booster, Full Size",Consumer,413370.00,115740
2019,Mexico,TEC-PH-5351,Technology,Phones,"Nokia Signal Booster, Full Size",Consumer,413370.00,115740
2019,France,FUR-CH-4558,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Black",Corporate,627170.00,-51610
2019,Tanzania,TEC-MA-4198,Technology,Machines,"Epson Inkjet, White",Consumer,916110.00,36630
2019,Spain,TEC-AC-4185,Technology,Accessories,"Enermax Router, Bluetooth",Corporate,273830.00,-77530
2019,Turkmenistan,FUR-TA-3759,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height",Corporate,178250.00,-154510
2019,Turkmenistan,FUR-TA-3759,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height",Corporate,178250.00,-154510
2019,Colombia,TEC-CO-4588,Technology,Copiers,"Hewlett Personal Copier, High-Speed",Corporate,264990.00,-17130
2019,Ukraine,TEC-AC-5897,Technology,Accessories,"SanDisk Router, USB",Corporate,102620.00,-30800
2019,Turkmenistan,FUR-TA-3759,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height",Corporate,178250.00,-154510
2019,Australia,OFF-AR-3467,Office Supplies,Art,"BIC Pens, Water Color",Consumer,46560.00,9760
2019,Egypt,OFF-BI-2913,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",Consumer,27200.00,8700
2019,Yemen,OFF-FA-5481,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",Corporate,26370.00,9990
2019,Zambia,OFF-LA-4537,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Corporate,13610.00,-6610
2019,Saudi Arabia,OFF-AR-3493,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent",Consumer,26670.00,11460
2019,United Kingdom,OFF-FA-6206,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",Corporate,17460.00,-9270
2019,Zimbabwe,TEC-AC-5194,Technology,Accessories,"Memorex Flash Drive, Erganomic",Home Office,244890.00,65880
2019,Brazil,TEC-CO-3600,Technology,Copiers,"Brother Ink, Digital",Corporate,293880.00,73440
2019,Algeria,OFF-LA-4663,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",Corporate,61320.00,9660
2019,Sweden,TEC-MA-3783,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,Corporate,1188000.00,-950400
2019,Netherlands,FUR-BO-5519,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Corporate,452450.00,-244320
2019,Italy,TEC-PH-6091,Technology,Phones,Speck Products Candyshell Flip Case,Corporate,62980.00,-14700
2019,Cameroon,TEC-AC-6076,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Corporate,89580.00,4480
2019,South Africa,OFF-LA-3226,Office Supplies,Labels,Avery 505,Corporate,23680.00,8880
2019,Netherlands,FUR-BO-5519,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Corporate,452450.00,-244320
2019,Turkey,TEC-MA-5010,Technology,Machines,"Konica Phone, Durable",Consumer,155360.00,-145060
2019,Cote d'Ivoire,OFF-ST-6047,Office Supplies,Storage,"Smead Lockers, Industrial",Consumer,358020.00,71580
2019,Nigeria,OFF-PA-4467,Office Supplies,Paper,"Green Bar Computer Printout Paper, Multicolor",Consumer,93510.00,21420
2019,Norway,OFF-ST-4063,Office Supplies,Storage,"Eldon Folders, Wire Frame",Consumer,53500.00,20300
2019,Japan,OFF-ST-6248,Office Supplies,Storage,"Tenex File Cart, Single Width",Corporate,134160.00,12060
2019,Dominican Republic,FUR-FU-3037,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack",Consumer,54350.00,-10
2019,Germany,OFF-EN-3107,Office Supplies,Envelopes,"Ames Manila Envelope, with clear poly window",Corporate,28230.00,12120
2019,Iraq,OFF-ST-4264,Office Supplies,Storage,"Fellowes Folders, Wire Frame",Corporate,25470.00,6600
2019,New Zealand,OFF-EN-3655,Office Supplies,Envelopes,"Cameo Business Envelopes, Security-Tint",Consumer,15260.00,-350
2019,Romania,FUR-BO-5529,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,Consumer,1352400.00,-437540
2019,Philippines,TEC-AC-4140,Technology,Accessories,Enermax Acrylux Wireless Keyboard,Consumer,398400.00,84660
2019,Iran,OFF-AR-5294,Office Supplies,Art,Newell 317,Consumer,7060.00,790
2019,Cambodia,OFF-ST-4266,Office Supplies,Storage,"Fellowes Lockers, Blue",Consumer,207330.00,53880
2019,Peru,FUR-FU-4083,Furniture,Furnishings,"Eldon Photo Frame, Black",Home Office,116220.00,40620
2019,Argentina,OFF-EN-4919,Office Supplies,Envelopes,"Jiffy Manila Envelope, Security-Tint",Consumer,170460.00,83520
2019,Austria,OFF-AR-3533,Office Supplies,Art,"Boston Highlighters, Fluorescent",Corporate,44080.00,-9740
2019,Sudan,OFF-BI-3189,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",Consumer,16940.00,-39520
2019,Cuba,FUR-CH-5409,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",Consumer,25340.00,-54940
2019,Mozambique,OFF-AR-5925,Office Supplies,Art,"Sanford Pens, Easy-Erase",Consumer,6820.00,-10700
2019,Malaysia,OFF-PA-6572,Office Supplies,Paper,Xerox 21,Corporate,10370.00,3630
2019,Russia,FUR-FU-6236,Furniture,Furnishings,"Tenex Clock, Black",Corporate,50250.00,12540
2019,Morocco,FUR-FU-3953,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic",Home Office,80830.00,12110
2019,Democratic Republic of the Congo,FUR-CH-4559,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Red",Home Office,39160.00,-22840
2019,Myanmar (Burma),OFF-LA-5376,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",Home Office,9790.00,-4250
2019,Poland,OFF-ST-4295,Office Supplies,Storage,"Fellowes Trays, Single Width",Consumer,142980.00,48210
2019,Tunisia,TEC-AC-5218,Technology,Accessories,"Memorex Mouse, Programmable",Consumer,47180.00,-20500
2019,Vietnam,OFF-FA-3070,Office Supplies,Fasteners,"Advantus Staples, Bulk Pack",Consumer,28780.00,-7070
2019,Bulgaria,OFF-EN-5031,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50",Consumer,187680.00,41280
2019,Angola,FUR-FU-5732,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack",Consumer,37800.00,6000
2019,Chile,OFF-EN-4439,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",Consumer,46620.00,13500
2019,Bhutan,TEC-AC-4154,Technology,Accessories,"Enermax Flash Drive, USB",Consumer,41730.00,16260
2019,Guatemala,OFF-AR-3533,Office Supplies,Art,"Boston Highlighters, Fluorescent",Consumer,20130.00,5220
2019,Switzerland,OFF-ST-6248,Office Supplies,Storage,"Tenex File Cart, Single Width",Consumer,673050.00,316200
2019,Central African Republic,OFF-ST-5708,Office Supplies,Storage,"Rogers Shelving, Wire Frame",Consumer,183600.00,56880
2019,Jamaica,OFF-ST-6059,Office Supplies,Storage,"Smead Shelving, Single Width",Consumer,97920.00,30300
2019,Jordan,FUR-FU-3924,Furniture,Furnishings,DAX Wood Document Frame,Corporate,192220.00,69200
2019,Belarus,OFF-AR-3488,Office Supplies,Art,"Binney & Smith Markers, Blue",Corporate,57820.00,-98420
2019,Kazakhstan,OFF-BI-4367,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,32340.00,15520
2019,Canada,OFF-PA-3012,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Corporate,39900.00,19950
2019,Venezuela,TEC-CO-4769,Technology,Copiers,"HP Fax and Copier, Color",Consumer,579940.00,109240
2019,Nicaragua,TEC-AC-4156,Technology,Accessories,"Enermax Keyboard, Erganomic",Consumer,108360.00,10800
2019,Moldova,OFF-SU-4994,Office Supplies,Supplies,"Kleencut Trimmer, High Speed",Home Office,41430.00,11160
2019,Denmark,FUR-FU-6260,Furniture,Furnishings,"Tenex Light Bulb, Erganomic",Consumer,35100.00,3120
2019,Liberia,OFF-SU-4306,Office Supplies,Supplies,"Fiskars Box Cutter, Steel",Consumer,23280.00,1860
2019,Singapore,TEC-AC-5889,Technology,Accessories,"SanDisk Numeric Keypad, USB",Home Office,425280.00,136080
2019,Qatar,OFF-AP-4951,Office Supplies,Appliances,"KitchenAid Blender, White",Consumer,199200.00,93600
2019,Rwanda,FUR-FU-6256,Furniture,Furnishings,"Tenex Frame, Erganomic",Home Office,434400.00,143280
2019,Lithuania,OFF-LA-3313,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",Home Office,42960.00,8520
2019,Czech Republic,OFF-ST-6041,Office Supplies,Storage,"Smead Folders, Wire Frame",Consumer,16560.00,990
2019,Uzbekistan,OFF-PA-4483,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",Consumer,33360.00,960
2019,Senegal,OFF-FA-6198,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",Consumer,13590.00,6780
2019,Georgia,OFF-FA-2942,Office Supplies,Fasteners,"Accos Clamps, Bulk Pack",Home Office,25840.00,12640
2019,Kenya,OFF-ST-6048,Office Supplies,Storage,"Smead Lockers, Single Width",Home Office,893030.00,347180
2019,Portugal,TEC-CO-3608,Technology,Copiers,"Brother Wireless Fax, Color",Consumer,760500.00,159660
2019,Ghana,OFF-ST-4057,Office Supplies,Storage,"Eldon File Cart, Single Width",Corporate,255840.00,46020
2019,Finland,OFF-ST-4283,Office Supplies,Storage,"Fellowes Shelving, Industrial",Corporate,194400.00,87400
2019,Panama,TEC-CO-3697,Technology,Copiers,"Canon Ink, Laser",Consumer,147150.00,69150
2019,Barbados,TEC-MA-4199,Technology,Machines,"Epson Inkjet, Wireless",Consumer,308220.00,-240420
2019,Bosnia and Herzegovina,FUR-FU-4086,Furniture,Furnishings,"Eldon Photo Frame, Erganomic",Consumer,136150.00,23740
2019,Somalia,FUR-FU-5721,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",Consumer,48780.00,24390
2019,Belgium,OFF-PA-4473,Office Supplies,Paper,"Green Bar Memo Slips, Recycled",Consumer,33720.00,6060
2019,Israel,OFF-BI-3737,Office Supplies,Binders,"Cardinal Index Tab, Clear",Corporate,35840.00,15680
2019,Madagascar,OFF-AR-5319,Office Supplies,Art,Newell 34,Corporate,59520.00,15480
2019,Thailand,OFF-BI-6389,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,Corporate,13170.00,4610
2019,Pakistan,OFF-EN-2848,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Corporate,17480.00,8220
2019,Uruguay,TEC-AC-5200,Technology,Accessories,"Memorex Keyboard, Erganomic",Consumer,230500.00,106000
2019,Hungary,OFF-BI-4248,Office Supplies,Binders,Fellowes Binding Cases,Home Office,56160.00,17550
2019,Bangladesh,OFF-AP-2887,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Home Office,87360.00,23590
2019,South Korea,OFF-PA-5891,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",Consumer,60400.00,28900
2019,Benin,FUR-FU-3949,Furniture,Furnishings,"Deflect-O Light Bulb, Erganomic",Consumer,23480.00,3720
2019,Afghanistan,FUR-CH-4404,Furniture,Chairs,Global Deluxe Steno Chair,Home Office,61580.00,-6930
2019,Albania,OFF-BI-3738,Office Supplies,Binders,"Cardinal Index Tab, Durable",Consumer,15240.00,6060
2019,Kyrgyzstan,OFF-ST-4268,Office Supplies,Storage,"Fellowes Lockers, Single Width",Consumer,373250.00,-143080
2019,Libya,OFF-BI-4816,Office Supplies,Binders,"Ibico Binding Machine, Durable",Consumer,158760.00,72990
2019,Haiti,TEC-PH-5338,Technology,Phones,"Nokia Audio Dock, with Caller ID",Consumer,200090.00,-83410
2019,Mali,OFF-ST-6057,Office Supplies,Storage,"Smead Shelving, Blue",Consumer,146790.00,-24510
2019,Trinidad and Tobago,OFF-BI-2900,Office Supplies,Binders,"Acco Binding Machine, Durable",Consumer,52590.00,12600
2019,Martinique,FUR-FU-4075,Furniture,Furnishings,"Eldon Light Bulb, Duo Pack",Consumer,101040.00,40320
2019,Bolivia,OFF-ST-4107,Office Supplies,Storage,"Eldon Trays, Single Width",Consumer,96000.00,31680
2019,Croatia,OFF-EN-3106,Office Supplies,Envelopes,"Ames Manila Envelope, Set of 50",Corporate,24690.00,1950
2019,Uganda,OFF-ST-6039,Office Supplies,Storage,"Smead Folders, Industrial",Corporate,14380.00,-13340
2019,Estonia,OFF-PA-6610,Office Supplies,Paper,"Xerox Memo Slips, Multicolor",Corporate,14940.00,420
2019,Belize,OFF-FA-5485,Office Supplies,Fasteners,"OIC Thumb Tacks, Assorted Sizes",Corporate,4610.00,-2320
2019,Namibia,OFF-EN-3659,Office Supplies,Envelopes,"Cameo Clasp Envelope, Set of 50",Consumer,11410.00,-23630
2019,Ecuador,OFF-FA-3020,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",Home Office,100440.00,12960
2019,Gabon,OFF-FA-3071,Office Supplies,Fasteners,"Advantus Staples, Metal",Consumer,65880.00,27000
2019,Slovakia,OFF-PA-4892,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Corporate,29600.00,9250
2019,Papua New Guinea,OFF-BI-5670,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,Corporate,1940.00,-1360
2019,Serbia,TEC-AC-4156,Technology,Accessories,"Enermax Keyboard, Erganomic",Consumer,162540.00,81240
2019,Lebanon,OFF-BI-6398,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",Consumer,18090.00,5580
2019,Syria,TEC-CO-4575,Technology,Copiers,"Hewlett Fax Machine, Color",Corporate,964080.00,337410
2019,Guinea,OFF-ST-4057,Office Supplies,Storage,"Eldon File Cart, Single Width",Home Office,639600.00,38250
2019,Ireland,FUR-BO-5972,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",Consumer,179210.00,-17950
2019,Niger,FUR-FU-4065,Furniture,Furnishings,"Eldon Frame, Duo Pack",Consumer,271390.00,-238910
2019,Mongolia,OFF-ST-5695,Office Supplies,Storage,"Rogers Folders, Industrial",Home Office,56110.00,2470
2019,Macedonia,OFF-BI-3251,Office Supplies,Binders,"Avery Binder, Clear",Corporate,49440.00,4920
2019,Sierra Leone,OFF-LA-6029,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical",Corporate,25740.00,10800
2019,Azerbaijan,FUR-TA-5074,Furniture,Tables,"Lesro Wood Table, with Bottom Storage",Consumer,1402290.00,0
2019,Nepal,TEC-MA-6143,Technology,Machines,"StarTech Phone, Durable",Consumer,111960.00,-94050
2019,Mauritania,OFF-ST-4063,Office Supplies,Storage,"Eldon Folders, Wire Frame",Consumer,16050.00,1590
2019,Paraguay,OFF-AR-3491,Office Supplies,Art,"Binney & Smith Markers, Water Color",Home Office,54540.00,9240
2019,Burundi,OFF-BI-4807,Office Supplies,Binders,"Ibico Binder Covers, Clear",Home Office,13110.00,900
2019,Guadeloupe,FUR-BO-5951,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",Consumer,2092750.00,52270
2019,Sri Lanka,FUR-FU-4075,Furniture,Furnishings,"Eldon Light Bulb, Duo Pack",Consumer,50520.00,2520
